Sample,ATP5G3,AURKB,B2M,VAR1,02-Mar,CBEBP,CD83,CDKN1B,CIT,CLASPIN,COX6B,DEXH,EF2_1,EPD,ERCC6L,ES1,FKBP10_2,FYNTBP,GAL3,GILT,GPX3,HEP,HERC6,HSC70,HSP70,HSP90a1,HSP90,HSP90a,HTATIP,IFI,IFI44,IFIT5,IFNa,IGMs,IL_11,IL_17D,IL_15,IL_1b,AARDC,CLEC4E,GLUL,NUPR1,ODC1,TAGLN3,IRF_1,JUN_F3,KIF15,KIF2C,KRT8,MAP3K14,MFHAS1,MMP13,MMP25,MX,NAPEPLD2,P_RAS,PRLR,RAMP1,RGS21,RPL6,RRl,RRM2,SAA,SCG2,SERPIN_1,SFRS9,TGFb,TRIM1,TXN,BSG,C7
M0001,0.214965825,0.647874642,0.106734408,0.135234317,0.571836689,-0.130691221,-0.468596963,-0.823424398,1.028570454,-0.08121515,-0.765073279,NA,1.042093886,NA,0.676112289,0.456893008,0.542951354,0.591576712,0.01460013,0.703994926,0.871172834,0.438838548,2.396456115,0.78442605,0.852297732,-0.460120083,0.480122534,NA,0.147820885,-1.179524521,-0.426205598,-1.113531446,-0.176232771,-0.567761589,0.760083461,0.393900705,0.048578507,1.348790469,0.869316142,-0.319684567,-0.037769354,0.486819076,1.661664719,-0.304123538,0.593669969,2.20403208,0.798576131,0.206122734,0.932875419,NA,0.317032693,0.005854125,0.655700302,1.026044436,0.346293964,0.240290666,0.671630032,0.769465584,NA,NA,0.40174272,-0.007790166,0.07919641,NA,-0.167121983,-0.017108467,0.281075838,0.580395591,0.584057652,0.731499923,0.113783495
M0002,-0.185503226,-1.007533142,1.409339462,0.36533917,-0.860265239,0.164746429,-1.147321834,-1.415702871,-0.720582118,-1.774206558,-0.806393144,0.152570403,-0.069334878,-0.607891187,-1.796850326,-0.146565536,-1.420130872,-0.620610236,-0.704458661,-0.224646262,-0.565577855,-2.269810894,0.711747063,-1.227330359,-1.563542475,-1.136598752,-0.632001252,NA,-0.532540206,-0.194921217,5.33E-15,NA,-0.029890349,-1.798454492,0.074387665,0.790609089,-0.139475027,-1.535516747,-0.761058483,NA,NA,-0.899551815,NA,-1.215282069,NA,0.23702266,NA,-0.970369233,NA,NA,-1.295230201,-0.830956903,-1.129489789,-2.436370659,0.001786559,-1.02060611,0.06565701,NA,NA,NA,-1.202266329,-0.922993412,-0.417596976,NA,NA,4.22E-15,-1.524224464,-0.909213004,-0.029342006,-0.127984247,-1.858061489
M0003,-0.911684058,-1.084361933,-1.07E-14,2.22E-15,-1.279427029,-0.785634391,-1.018393774,-0.859457471,-0.585935398,-0.728369378,-1.074885464,0.002015213,-0.731017639,-0.788412757,-0.758900266,-1.13682221,-0.98582578,-0.928462766,-0.800852691,-0.652323602,-0.932259605,-0.325987134,-0.103912417,-0.265935884,-0.599723025,-1.449588982,-0.365431702,NA,-0.581307547,-1.291744427,-2.607432304,NA,-0.934165619,-1.025461178,0.051383195,0.047509459,-0.763396551,-0.592730657,-0.684175143,NA,NA,-0.775434115,NA,-1.29009959,NA,0.50901795,NA,-0.639158473,NA,NA,-0.978574871,-0.150570623,-1.165186309,-1.72583348,-0.863388351,-0.98004571,-0.72651054,NA,NA,NA,-1.10561846,-0.329924409,-0.605811886,NA,NA,-1.038100639,-0.778750884,-1.457865005,-0.64711462,-0.879756528,-0.972057309
M0004,-1.309086331,-1.089560465,-1.07E-14,-4.017399913,-1.211836421,-1.406694913,-1.807894106,-1.225591114,-0.77393641,-0.72902854,-1.541738677,0.422007581,-0.704207553,-1.079885529,-1.002836968,-1.428023876,-1.388926639,-1.235991548,-0.795059804,-0.735297091,-1.351621867,-1.078536716,0.737647361,-0.851075446,-2.499818557,-0.889303874,-0.227003355,NA,-1.086643519,-1.39188352,-0.250569787,NA,-1.393764231,-0.695801924,-1.045297497,-0.133040454,-1.284158747,-1.181505109,-1.304518165,NA,NA,-1.560463058,NA,-1.611453478,NA,0.644702457,NA,-0.694925566,NA,NA,-1.183446244,-1.415499586,-1.777570761,-2.316872562,-1.388590483,-1.455049323,-1.038602072,NA,NA,NA,-1.30096536,-0.713039227,-0.817368888,NA,NA,-1.129868633,-1.296762056,-1.100950587,-0.36664627,-1.14622804,-0.721388911
M0005,-0.992182184,-1.152932995,-1.07E-14,0.886708097,-0.767834951,-1.496139043,-1.159809606,-1.515837593,-0.75198875,-0.83889288,-1.237968436,0.906038321,-1.011162136,-0.813785417,-0.882309158,-1.332822356,-1.860476303,-0.347038455,-0.373677373,-0.779774446,-1.310395947,-0.539953496,-0.413165959,-0.060444326,-0.363459377,-1.383381454,0.261024885,NA,-1.064656479,-0.63457263,-0.360705637,NA,-1.148017421,0.355672681,-0.568577277,0.423239656,-0.992076582,-0.093101799,-1.120675805,NA,NA,-1.319381637,NA,-1.961106113,NA,1.113693367,NA,-0.902062385,NA,NA,-0.707555053,-0.957226945,-0.748820231,-1.380113772,-0.967997923,-0.950610382,-0.496401602,NA,NA,NA,-1.179112046,-1.47436347,1.751512042,NA,NA,-1.150441631,-0.724566036,-0.921801643,-0.812688538,-1.236079178,-1.928579111
M0006,-1.319203253,-0.986030165,-1.163316951,-1.270936233,-1.293140522,-1.04692777,-1.701554457,-1.637541444,-0.758010291,-0.588087,-2.611182667,-0.11412274,-0.914708257,-1.311724341,-1.042331659,-1.972412592,-1.154697296,-1.121082639,-1.655477364,-1.214903504,-1.399661208,-0.864175897,-0.01842906,-1.138875131,-0.876944208,-1.015127355,-0.023552685,NA,-1.222787939,-2.62420272,-1.838863617,NA,-2.229559511,-1.658004806,-0.899511328,-0.320488674,-1.677034264,-0.70044116,-1.382063515,NA,NA,-1.691851218,NA,-1.444418749,NA,0.086763507,NA,-0.988769756,NA,NA,-1.449513344,-1.195166666,-1.461079802,-1.414681882,-1.656807594,-1.652045963,-1.554246813,NA,NA,NA,-1.23979116,-0.826580888,0.213300152,NA,NA,-1.27807093,-1.264047766,-1.339064477,-0.980633253,-1.195878223,-0.737693532
M0007,-1.003132792,-1.061660272,-0.746985417,-0.62119885,-0.904334278,-0.98581873,-1.690703823,-1.247637761,-0.754501487,-0.818532067,-0.992319024,-0.482368566,-0.646665028,-0.617982902,-0.968622675,-1.011191502,-0.923065037,-1.522377165,-1.3309108,-0.791206401,-0.873635894,-1.377903393,0.057842424,-0.570554828,-1.364776564,-0.318057771,0.062990718,NA,-0.824455146,-1.436334027,-1.803350184,NA,-0.732555358,-0.690460576,-0.782799724,-0.757829431,-1.117288531,-0.912210796,-0.950055582,NA,NA,-1.208757215,NA,-1.545265187,NA,0.1885172,NA,-0.955044232,NA,NA,-1.103405521,-0.318151733,-1.342313868,-2.241780459,-1.2658466,-1.1334964,-0.221627759,NA,NA,NA,-1.169029789,-0.784146804,-0.638921245,NA,NA,-1.020731086,-0.926148663,-1.277570744,-0.860019895,-0.825187457,-0.783421788
M0008,-0.80231433,-0.911359147,-1.116909033,0.193798615,-0.588648614,-1.357306396,-1.787494899,-1.831944176,-1.649132963,-0.766655632,-2.210678889,-0.124307132,-1.044255787,-0.631687622,-0.870394671,-1.025775015,-1.223042967,-0.773652191,-1.713199266,-0.961386014,-1.14594641,-1.343551689,0.513357408,-0.791750708,-1.02896652,-0.201626957,-0.319749207,NA,-0.559914181,0.324393007,-0.482471539,NA,-1.817046443,-1.019371173,-1.52670733,-0.604431536,-1.38712805,-0.622389502,-1.503255027,NA,NA,-1.65348818,NA,-1.77590805,NA,-0.260588095,NA,-0.975747188,NA,NA,-0.845502706,-0.192785288,-0.332652654,-0.559241904,-1.041317376,-1.355587935,-0.714090175,NA,NA,NA,-1.08486432,-0.993124616,-0.77155859,NA,NA,-0.821042589,-0.981996268,-0.097509316,-1.31460149,-1.049404813,-0.688444774
M0011,-0.589710271,-0.609278635,0.106734408,0.135234317,-0.283951469,0.181599129,-1.559121541,-2.037760285,0.210942377,0.214434052,-1.621331797,NA,-0.500071033,NA,0.034390672,-0.160762625,-0.652150928,-0.026288985,0.01460013,-0.572013376,-0.053057723,-0.190625179,-1.181384473,-0.060227078,0.395140455,0.76430812,-0.341177633,NA,0.050384117,-0.807685719,-1.096630356,-0.508396303,-0.757737969,-2.629512347,0.824856743,-0.136147333,-0.494211478,1.112814071,0.012067736,0.669488268,-0.009102582,0.459959249,0.421549317,-0.538792489,-0.431745839,0.132385987,0.197642823,-0.196936733,0.034444959,NA,0.101622295,1.235263626,0.333173544,-0.183075852,0.219632866,-0.497975262,-0.596271246,-0.710655633,NA,NA,-0.20291022,-0.213700475,-0.308935957,NA,-5.75E-05,-0.017108467,-0.34333778,-0.545736314,0.514749124,0.011468233,-0.094019972
M0012,-1.273572274,-0.213056194,0.106734408,0.135234317,-0.534629757,0.160315368,-1.621924489,-2.350379743,-0.886399522,-0.094011576,-3.368082595,NA,-0.066746491,NA,0.017328153,-0.070514008,-0.962388412,-1.255275603,-0.562172813,-1.554486459,-0.226694961,-1.104671597,-1.631549221,-0.017351901,-0.591027723,0.002679912,-0.798700921,NA,-0.154312181,-0.952627627,0.021899685,-0.762490621,-0.337471547,-1.020412292,-0.017544065,-1.335001571,-1.004880058,2.080827923,0.012067736,-0.399169553,-0.19781631,0.409081011,0.674861469,-0.628533642,-0.837393297,0.987627615,-0.150679765,-0.349815742,0.034444959,NA,-0.110501463,0.065143672,0.094667148,-0.48680542,0.228637908,-0.64572281,-1.511908744,-1.079705563,NA,NA,-0.589421737,-1.246139961,-0.617986715,NA,-5.75E-05,-0.017108467,0.014689742,0.06483568,0.276808803,-0.330691294,-0.425662371
M0014,0.312997387,-0.630093251,0.106734408,0.135234317,2.440348005,0.083350997,0.325402724,-0.107264901,-0.988656559,-2.202453863,1.059380768,NA,-1.103329052,NA,-0.432133664,1.074582302,-0.30212231,1.167632329,-1.517940111,1.284380824,1.164058861,1.205503835,2.228856541,0.147976337,2.354071639,1.255296974,-0.094136439,NA,1.281725052,1.259259325,0.572264458,1.402466871,1.229291246,0.246604943,1.831506818,2.241009331,3.038816447,0.821838446,0.566480469,1.11050732,1.689180761,0.736049523,1.368624963,0.051576869,1.517568886,0.132385987,-1.588926342,-1.003645549,0.034444959,NA,-1.28682834,-0.249117399,1.559376528,-0.431847408,-0.252767809,1.723151082,0.309854609,0.852125538,NA,NA,-1.700152438,0.623770162,-0.859323783,NA,-5.75E-05,-0.017108467,0.306606644,0.933875519,0.987804498,1.557128099,0.080648542
M0015,-1.334386235,0.047129762,0.106734408,-0.138651714,0.593618618,0.083350997,-1.143936834,-1.571276798,0.587436424,0.512787519,0.35004096,NA,0.14142097,NA,0.528729878,-0.09982519,0.271819761,-0.112828158,-3.053379488,-0.137977314,0.493715574,-0.873567202,-1.412795906,-0.509409801,0.586799282,0.752281466,0.723993354,NA,0.634663204,-0.724147352,-0.663877089,-0.425842736,-2.023427772,0.147501241,1.11999117,-1.660522026,-1.050882294,0.594515328,0.340749581,0.505663355,0.044071795,0.928606016,1.711018408,-0.308475689,-0.204987382,0.03272141,0.75571118,0.350626914,-0.584568695,NA,0.471099957,1.084884511,2.035380371,-0.180158195,0.945388033,0.154101395,0.781627731,0.02611728,NA,NA,0.53949315,-0.035640343,-1.70715438,NA,-5.75E-05,-0.017108467,0.708402477,-0.04971368,0.41925326,0.477334076,-1.261554835
M0016,-1.481245006,-0.976093749,-0.371729501,0.135234317,0.580581827,0.71515621,-1.171939474,-1.972985329,-0.137208427,0.041726589,-1.12949081,NA,0.019298321,NA,-0.055561452,-0.231782432,0.124280368,-0.346194039,-3.869944239,-0.608674145,0.867542473,0.069295477,-1.424811747,-0.453278451,0.648027851,1.383998566,1.373835023,NA,0.831388654,-0.804708343,-0.36363339,-0.524785197,-1.664361812,-1.049570655,0.71627481,-1.034465957,-0.580551274,0.349550598,-1.036678829,1.622699902,0.499932705,0.837091575,1.349568421,0.205096392,-0.372078272,-0.591592171,-0.11960646,-0.540029667,-0.652674707,NA,0.754948242,1.632994915,1.26919286,0.066527554,0.373534783,0.298021974,0.142352601,-0.126554418,NA,NA,-0.053815388,-0.538748976,-2.097730421,NA,-0.835158204,-0.017108467,0.251627056,0.34063228,-0.004601257,0.495380074,0.066607054
M0018,-1.298014523,-1.715856719,0.078164587,0.095686405,-1.253664285,0.070129969,-1.673844888,-3.770695173,-1.151535812,-1.168523084,NA,NA,-0.840530262,-2.660955854,-1.465437474,-0.56708813,-1.701781029,-0.851727559,NA,-1.465326727,-1.188991322,1.209196665,-1.40612174,-0.680777818,-0.054287396,NA,-0.449612046,-0.919985978,-1.322306136,0.095879067,-3.104066283,0.009969947,-0.687716775,1.173532261,-0.862998463,-0.86247487,-1.034437533,-0.055244628,-1.068463339,0.303914947,-0.204097086,-0.995991858,-0.76169826,-1.545758247,0.000887462,0.05720482,-1.078924297,NA,-0.05799922,NA,-0.004395806,1.24603515,0.434860941,-1.513339179,0.075953705,-1.262569548,-1.412545525,-2.099969895,NA,NA,-1.465286727,NA,0.857294747,NA,-2.075592402,0.011407524,-0.010201691,-1.079044744,0.087284862,-0.575170273,-1.116086554
M0021,-0.61953598,-1.420998338,-1.343673523,0.039314184,-0.443349694,-0.86485758,-1.394264839,-1.221332106,-1.811796973,-0.916777193,-1.624849589,-0.707523862,-0.986206187,-0.313882939,-0.830403831,-1.056591813,-1.171798524,-0.641869891,-1.341616896,-0.750895623,-0.448742861,-0.804945719,-1.501767862,-0.661976189,-1.3003089,-1.075345677,-0.707312458,NA,-0.308480782,-1.412190012,-0.463565469,NA,-1.230335674,-0.02177467,-1.54770315,-0.869785926,-0.910096176,-0.216441372,-0.371317958,NA,NA,-0.209547098,NA,-1.692361353,NA,-1.676342246,NA,-0.701703368,NA,NA,-0.753482836,0.487828256,-0.407882334,-1.016547235,-0.790489446,-0.453106155,-0.237506985,NA,NA,NA,-1.103712947,-1.004699999,-0.105563221,NA,NA,-0.829172167,-0.914587859,-1.13207926,-0.794601751,-0.747022118,-0.061117324
M0022,-1.126100163,-1.330607307,0.078164587,0.095686405,-1.280010383,-1.56648008,-3.393254216,-3.510904121,-0.90935285,-0.742813772,NA,NA,-1.120774526,-2.697840262,-0.955283682,-1.112194104,-0.833679187,-1.920437217,NA,-1.503678359,-1.03970539,-2.523758132,-2.269771368,-1.400133271,1.012489145,NA,-0.001737704,-0.611396136,-1.493053674,-1.738610539,0.010880407,-0.416300948,-0.324320063,-2.274655962,-1.92319699,-0.633022628,-1.606165892,-1.820844046,-1.283404127,-1.444355131,-1.424353874,-1.181454376,-1.614868241,-1.768155105,-1.222584897,-0.146510076,-0.635139865,NA,-0.05799922,NA,-0.306211622,-2.054233498,-1.222533657,-1.093311127,-0.221370523,-1.372348015,-2.217106373,-1.324592181,NA,NA,-1.247868497,NA,0.002539529,NA,0.028062835,0.011407524,-0.865623058,-1.175302998,0.038814336,-0.847539249,-3.598268692
M0023,-1.191786004,-1.317952625,0.078164587,0.095686405,-0.853527361,-1.434159728,-2.418531584,-3.484699969,-0.797190418,-0.350582,NA,NA,-0.983110246,-2.345249297,-0.6094998,-1.083907658,-0.522882555,-1.381568434,NA,-1.432882646,-0.575941357,-1.57046095,-0.533265856,-1.029091169,-0.633813552,NA,-1.574081601,-1.898158673,-1.028531302,-0.880144437,0.010880407,0.674957794,-0.010556562,-1.106321353,-1.773511378,-1.209348046,-2.065825178,-1.122350224,-1.175850245,-1.829154309,-0.900040247,-0.956219713,-1.759589579,-1.571883091,-0.998302255,-0.424229724,-0.534857032,NA,-0.05799922,NA,-0.81766141,-1.752008516,-0.571611745,-1.056557864,-0.449044991,-1.336125183,-1.623243561,-0.992234649,NA,NA,-1.1601267,NA,0.810631141,NA,-1.106572088,-0.981911498,-1.467103365,-0.873824856,0.011410499,-0.778176293,-2.416418419
M0025,-1.510026557,-0.19986015,0.106734408,0.135234317,0.520019496,0.077657777,-0.987692276,-1.08334523,0.839708622,-0.097498503,-1.953863711,NA,0.175091012,NA,0.036551788,-0.010634195,0.69890328,-0.22439849,-2.27600354,0.150757084,0.243416582,0.832778976,-2.179342038,-0.296848768,0.44829909,0.143826435,-0.729978688,NA,0.355866893,-1.175201894,-0.964615641,-1.103492978,-1.802698854,-1.638958517,1.062585829,-0.651086688,-0.764981065,0.677557646,0.35079698,0.06177061,0.034665438,0.229631424,0.681898006,-0.46195075,-0.319771933,0.132385987,0.440496629,0.072126922,-0.532698514,NA,0.5563357,0.566150344,-0.411057111,0.378911943,0.986544432,-0.666112577,-0.084706321,-0.595260533,NA,NA,-0.00028638,-0.180332419,-1.745939872,NA,0.264209295,0.105715516,0.046832285,-0.4238833,0.344442049,0.331644055,0.066607054
M0026,-0.947585505,-0.130681415,0.106734408,-1.109559451,-0.462271279,1.06302032,-1.44066931,-1.972233195,0.580370317,-0.202420497,-2.183018166,NA,0.048772165,NA,0.046274342,-0.495788307,-0.622227699,-0.876441115,-0.008732884,-1.445062924,-0.916182053,1.774218861,-0.112515822,-0.179158892,-0.860785955,0.06708148,-0.160963113,NA,-0.783813172,-0.267071178,-0.831300986,-0.064938603,-0.251932448,0.344592668,1.877119484,-0.528722382,-1.50366284,2.722868032,-0.560336065,1.447790555,-0.867087811,-0.627204511,1.35064427,-0.360590338,-0.795640068,1.517716553,0.207883644,-0.057887603,0.034444959,NA,-0.406187164,2.307407185,-0.190214635,0.103703449,0.135466887,-0.819079331,-1.369706225,-1.05356916,NA,NA,-0.387875011,-0.72207359,1.341153184,NA,-0.84339846,-0.012373593,0.006343801,-0.35490741,0.099362923,-0.355550622,0.176212148
M0027,-0.5737051,-0.459667765,0.106734408,0.163576879,0.046077271,-0.095504168,-0.78284351,-1.398021197,0.546856457,0.281366523,-0.952769326,NA,0.204830663,NA,0.494128122,0.00072108,0.11326499,-0.039676705,-0.336348395,-0.347706263,-0.271690803,-0.981684099,0.890809367,0.054352053,0.472131915,0.69452484,0.921735367,NA,0.267259148,-0.011930384,0.033943084,0.512600227,-0.479625688,0.161970084,0.171339024,-0.897635793,-0.920486107,1.268784962,-0.507023715,-0.264489434,-0.204527026,-0.272842621,1.253096796,-0.398814563,0.153464682,0.708796833,0.338753754,0.015336927,-0.144574694,NA,0.122858283,0.654577244,-0.892753246,0.593060058,0.548369387,-0.202884942,-0.186866555,-0.36809613,NA,NA,-0.077805153,-0.116202579,-0.931844987,NA,0.2111128,0.14030235,0.39020177,-0.226588562,-0.017141438,0.221204251,-0.831457552
M0028,-0.365290206,-0.104837788,0.106734408,0.659821776,0.217219988,0.34848103,-0.399070383,-1.12443333,0.486680924,0.6264761,-0.326869539,NA,0.167278237,NA,0.445091499,-0.093528014,0.185942148,0.094683062,0.01460013,-0.151356846,0.359126384,0.228866238,1.032182695,0.189356935,-0.190142578,0.120426277,0.719280624,NA,0.503745635,0.900187579,1.110769521,1.196103424,0.196063289,0.55108377,0.760993071,-0.427548435,-0.650041744,0.799997619,-0.578020598,-0.116405837,0.339837537,0.342293366,0.056626985,-0.895386157,0.511819019,1.39568558,0.626941751,0.355791244,0.034444959,NA,0.442930774,0.31311541,0.888954772,1.341592475,-0.082738266,-0.116128614,0.342761902,0.037064527,NA,NA,0.269928931,0.069270909,0.885301061,NA,0.015058137,0.262422005,0.638855398,0.310781553,0.19727324,0.18304002,-0.656836415
M0029,1.165069494,0.42086507,1.930492979,0.175589884,0.284027527,0.254910727,-0.899561415,-0.781605109,0.489658242,-0.572809262,0.090466449,NA,0.659141482,NA,0.035176387,0.521782584,0.101697002,-0.146514089,0.794844951,0.483619015,0.337205073,-0.964238923,0.406537843,-0.589950802,-0.575086489,-0.758731835,0.243090383,NA,-0.031233407,-0.004262103,-0.13458007,0.137913103,-0.111101873,-0.754359473,-0.235718011,0.778715893,-0.060647667,0.712171707,0.64527425,-0.113377849,0.925931964,0.588926485,1.461466779,-0.340804604,-0.095068353,2.670626639,-0.027680031,0.409456112,0.682638724,NA,-0.060626289,0.525675053,0.06444283,-0.113128756,0.070104942,0.262754194,0.25158794,0.641854974,NA,NA,-0.203772069,0.236936549,0.427707399,NA,0.533690425,0.866851344,-0.193606804,0.237111051,0.93526551,0.968998161,-0.620688167
M0030,0.095351616,-0.367376377,0.106734408,-0.398186623,-0.270146731,0.720160263,-0.832094292,-0.874301815,0.043636945,-0.948744739,-0.954105478,NA,-0.042224194,NA,-0.03285055,-0.458846083,-0.248172388,-0.045281607,1.221078433,-0.276117526,-0.063097295,1.597121509,0.774774775,0.748695761,0.126708723,0.332602918,-0.331541445,NA,0.283843116,-0.793356381,-0.820458668,-0.585567375,0.25400932,0.639836753,1.759139252,0.666718315,-0.27432185,2.24928441,0.462024923,0.884837415,-0.072064462,0.452386457,1.337526334,-0.531888838,-0.14304623,2.271850141,0.039249072,-0.181496005,-0.221307161,NA,0.053330504,2.086399603,-0.518866978,0.083818806,0.266106225,-0.550878534,-0.000188517,0.324315607,NA,NA,-0.568913993,-0.419785209,0.099286171,NA,-0.652690402,-0.094999724,0.212709958,-0.227141995,-0.395412402,-0.06314939,0.505085606
M0031,0.409902599,0.197953326,2.919256914,0.135234317,1.697624542,1.286069433,-0.14114141,-0.649014484,0.029600908,-1.188178337,0.356156035,NA,-0.897690545,NA,0.507354143,0.461442591,-0.123694903,0.952670926,-0.880300424,1.206077288,1.441294808,1.804874562,0.583347378,-0.169235632,0.289757706,1.665968161,-0.332478862,NA,0.497067909,0.268018192,0.077704495,0.417128338,0.928825582,0.121573217,1.098306004,1.167842958,1.271611398,0.587050762,-0.454155014,2.346969591,1.01270642,0.14555462,1.119484572,0.040694969,0.915226623,2.331152704,-0.959620965,-0.507189002,-0.186716958,NA,-0.900581304,1.6966209,1.709452045,-1.018937051,-0.660112192,1.117832959,0.209993745,0.64233659,NA,NA,-0.891795911,0.846676421,0.010603394,NA,-0.02564057,0.737319214,0.571798171,1.038895716,1.599976305,1.447647785,-0.109086921
M0032,-0.273955519,-0.378198245,-0.546104687,0.135234317,-0.064254768,1.060393458,-0.83193541,-1.47343217,0.098418857,0.436749573,-0.833402566,NA,0.007535528,NA,0.221283252,-0.014639692,-0.055135195,0.064278865,-0.925356254,-0.233273545,-0.132294363,1.595668931,-1.274483272,-0.205264607,2.789192486,1.7865683,0.312900927,NA,0.251075478,-1.123388058,-1.003785395,-0.568901582,-0.958554088,0.063406745,2.462669354,-0.971910352,-1.217252299,1.485570162,-0.007327725,2.388873577,-0.139663521,0.169189209,1.655660707,-0.299625681,-0.122015688,1.127877203,-0.052487706,-0.204404913,-0.051684387,NA,-0.288571765,2.801249033,1.036382175,-0.113186561,0.833369233,-0.145818071,-0.206626645,-0.294449058,NA,NA,-0.135259761,-0.514445578,1.103076894,NA,-0.24811492,0.158596623,0.559226261,-0.46777661,1.25530455,0.109388968,0.097175048
M0033,-0.164725127,-0.390167549,0.106734408,-0.636019025,0.406600998,0.639285282,-1.704543174,0.026141483,0.504309653,-0.115963031,-0.86770287,NA,0.165631048,NA,0.433953578,0.287136346,0.024884394,0.017588972,0.01460013,-0.856332993,0.424118574,-0.634582663,-0.571073666,-0.344416376,-0.302616288,-0.226380204,-0.529486297,NA,0.441379964,-0.313752102,-0.683899389,-0.064753216,-0.467008412,0.032547102,0.91323348,-0.269810856,-0.808430684,1.416335288,0.012067736,-0.072821648,0.034665438,0.230420315,0.056626985,-0.423583255,0.126565698,0.132385987,0.40438014,0.319162783,0.456238765,NA,0.204076662,1.720518509,0.130500681,0.383632565,1.167694643,0.006422095,0.029018711,-0.370323596,NA,NA,-0.053582644,0.28879809,-1.61621108,NA,-0.496457264,-0.017108467,-0.029649113,-0.54634258,-0.004601257,0.300372396,-1.147501546
M0034,-1.184866052,-1.093229937,-0.831182245,0.095686405,-0.761497683,-0.42451142,-2.964862066,-2.152083033,-1.0085638,-1.675333312,NA,NA,-1.102028948,-1.532372286,-0.900286252,-1.67299438,-1.604914976,-0.859056225,NA,-2.29162451,-1.443005429,2.402728498,2.045454552,-0.950882976,-1.378071844,NA,-0.936704973,-1.181254536,-1.144696854,-0.08479676,-2.240256051,1.386373556,-0.560812703,-1.781168859,-0.57401988,-1.227375168,-1.60110715,0.153587814,0.246179303,1.294941515,-0.253703442,0.199407582,-0.68653265,-1.225991538,0.082800923,0.544111234,-0.829011904,NA,-0.05799922,NA,-0.192745402,2.715397989,0.116584203,-0.352654023,-0.416666783,-1.532610785,-1.415974063,-1.100652178,NA,NA,-1.673239995,NA,2.453420829,NA,-1.68497747,-1.085672712,-0.050577908,-0.420649859,-0.621078529,-0.777552775,0.696546038
M0035,0.235881962,0.249369706,0.776102904,0.135234317,0.130144732,-0.038402387,-0.83755912,-1.632880824,0.452350598,0.417793133,-0.359073925,NA,0.130813605,NA,0.415523313,0.100932064,0.114036097,0.193773606,1.344964276,-0.058582202,-0.136864762,-1.396091198,0.617337048,0.444467858,0.574801526,0.699650601,0.231637948,NA,0.495482219,-0.207889256,-0.306182795,-0.053694472,0.133594742,-0.821226043,-0.682432865,0.701864188,-0.039136131,1.157966692,0.060749186,-0.738874704,-0.033871635,0.071593,0.900411725,-0.899696737,0.077568813,2.314642254,0.541899305,0.245553918,0.087308778,NA,0.210524384,0.799834541,0.107890705,-0.118853461,0.131421228,-0.033445801,0.124933325,0.401601084,NA,NA,0.03939964,-0.057591783,0.07919641,NA,-0.18827667,0.240580467,0.131159051,-0.181594234,0.222444584,0.251803017,-0.543553641
M0036,-0.71348193,-0.431211602,-0.687789204,-1.614099898,-0.558305265,0.10482083,-1.630545907,-1.930879529,0.08400018,-0.121272914,-1.865059733,NA,-0.086985056,NA,-0.157829215,-0.011729628,-0.726507169,-0.942350732,0.840259479,-1.148318792,-0.59998415,0.123896524,0.884962991,-0.227400774,1.813749588,-0.224591747,0.10082686,NA,-0.374743619,-0.01870847,-1.268542643,0.26369833,-0.829552575,-0.255752005,-0.215339073,-0.645309339,-1.016041629,1.536401255,0.087337318,0.59347766,-0.525813025,0.030814682,0.849723336,-0.739657806,-0.639951585,1.219730486,-0.087695433,-0.20630554,-0.557510915,NA,-0.328075668,1.660842882,-0.654900992,0.027798692,0.19367018,-1.078937268,-1.313247632,-1.404868352,NA,NA,-0.74172359,-0.810316516,0.07919641,NA,-0.880723917,-0.390951672,-0.634439956,-0.824759992,0.603415297,-0.475775476,0.221468601
M0040,-1.198249647,-0.93925619,-0.672957898,-0.816446961,-1.05033542,-1.868758687,-0.759929041,-2.523737034,-0.437555776,-0.332878984,-1.039233516,0.145439548,-0.773947235,-1.645638084,-0.320473135,-1.247667889,-1.478922482,-0.145235624,-0.792622882,-0.697161595,-1.152152817,-1.10368021,-1.801506403,-0.120060585,-1.214665471,-0.024649251,-1.407584362,-1.494346098,-0.935185446,-1.944406879,-0.579409452,-1.990628788,-0.787292671,-1.733787234,-1.302164139,-2.402037448,-1.357935818,-1.392439738,-0.870053886,-1.482976812,-1.662786336,-0.627020644,-1.434483169,-1.793911844,-0.056164709,-1.17234409,-0.209411906,-0.977213388,-1.416559592,-0.014183892,-1.232182609,-2.015119159,0.43070775,-0.984773674,-1.125699838,-1.183081682,-1.505927768,-1.750371473,-0.032755946,-1.833692035,-0.905735859,-0.179017678,-1.195557106,-2.893857984,-1.73604277,-0.99244835,0.145182332,-0.129864414,-1.688570298,NA,NA
